category,name,description,identity,type,pricing,pros,cons,use_case,prompt_tip,prompt,source
"음악 생성","Udio","","노래 생성","Freemium","유료","편집 가능 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","UI 복잡 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","곡 제작","구조 지시","","강정민"
"음악 생성","AIVA","","작곡 AI","유료","구독","클래식 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","대중성 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","BGM","스타일","","강정민"
"음악 생성","Soundraw","","BGM","유료","구독","로열티 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","보컬 없음 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","영상 음악","분위기","","강정민"
"음악 생성","Beatoven","","BGM AI","유료","구독","길이 조절 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","장르 제한 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","영상","타임라인","","강정민"
"음악 생성","Mubert","","스트리밍","Freemium","유료","다양성 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","저작권 이슈 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","배경음","텍스트","","강정민"
"음악 생성","Boomy","","간편 음악","Freemium","유료","속도 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","완성도 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","데모","장르","","강정민"
"자동화 & AI 에이전트","n8n","","자동화","무료/유료","Self-hosted: 무료 (기능 제한 없음)
Cloud($20/월): 서버 관리 불필요, 월 2.5k 실행","노드 기반의 시각적 자동화 + 셀프 호스팅 무료. 복잡한 분기 처리와 코딩(Javascript)을 섞어서 정교한 봇 제작 가능.","비개발자가 접근하기에는 초기 서버 설치나 JSON 데이터 구조 이해 등 진입 장벽이 높음.","Self-hosted: 무료 (기능 제한 없음)
Cloud($20/월): 서버 관리 불필요, 월 2.5k 실행","노드 설계","(Javascript 노드에서) ""이전 노드에서 받은 JSON 데이터 중 'email' 필드만 추출해서 다음 구글 시트 노드로 넘겨줘.""","강정민"
"자동화 & AI 에이전트","Make","","자동화","유료","구독","UI 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","복잡성 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","시나리오","조건 설정","","강정민"
"자동화 & AI 에이전트","Zapier","","자동화","Freemium","Free: 월 100 태스크
Starter($19.99/월): 월 750 태스크, 다단계(Multi-step) 잽 생성 가능","가장 많은 연동 앱(6,000개+) 보유. 코딩 없이 'If This Then That' 논리로 누구나 쉽게 연결 가능.","데이터 처리량이 늘어나면 비용이 기하급수적으로 증가(비쌈). 복잡한 로직 구현 어려움.","Free: 월 100 태스크
Starter($19.99/월): 월 750 태스크, 다단계(Multi-step) 잽 생성 가능","트리거","(AI Builder 사용) ""지메일로 '송장'이라는 단어가 포함된 메일이 오면, 첨부파일을 드라이브에 저장하고 슬랙으로 알림을 보내줘.""","강정민"
"자동화 & AI 에이전트","Dify","","에이전트 빌더","무료/유료","클라우드","RAG 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","초기 설정 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","챗봇","역할 지시","","강정민"
"자동화 & AI 에이전트","Flowise","","에이전트","무료","오픈소스","시각적 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","대형 제한 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","실험","노드","","강정민"
"자동화 & AI 에이전트","LangFlow","","LLM 플로우","무료","오픈소스","확장성 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","설정 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","연구","그래프","","강정민"
"자동화 & AI 에이전트","CrewAI","","멀티 에이전트","무료","오픈소스","역할 분담 실제 사용자 기준으로 학습 곡선이 비교적 완만하며, 단독 사용뿐 아니라 다른 AI 툴과 병행했을 때 시너지가 큼. 콘텐츠 제작, 업무 자동화, 실험적 프로젝트 등 다양한 맥락에서 재사용성이 높다는 점도 강점.","개발자용 초기 설정이나 사용 방식에 익숙해지기까지 시행착오가 발생할 수 있음. 또한 고급 활용을 위해서는 사용자의 기획력이나 도메인 이해도가 일정 수준 이상 요구됨.","복합 작업","에이전트 역할","","강정민"
"번역 & 검색","DeepL","","","Freemium","무료 제한적, 유료(Pro) 보안 및 무제한 번역","문맥 보존 및 비즈니스 뉘앙스 최적화","지원 언어 수가 경쟁사 대비 적음","격식 있는 비즈니스 메일이나 계약서 번역 시","","[Role] 전문 번역가로서 [Target] 한국 IT 타겟에 맞춰 [Constraint] 구어체로 번역해줘.","고보승"
"번역 & 검색","Genspark","","","Freemium","무료 사용 가능, 헤비 유저용 구독제","다중 모델 기반 커스텀 요약 페이지 생성","정보 과부하로 핵심 파악 지연 가능","특정 주제에 대한 종합 시장 조사 리포트 작성 시","","[Objective] 최신 트렌드를 [Format] 비교 표와 타임라인이 포함된 리포트로 요약해줘.","고보승"
"번역 & 검색","Perplexity","","","Freemium","Pro 모델 선택 시 유료(월 $20)","실시간 웹 검색 및 정확한 출처 제공","창의적 글쓰기보다 사실 확인에 치중","최신 뉴스나 논문의 근거를 빠르게 확인하고 싶을 때","","[Context] 최근 24시간 뉴스를 기반으로 [Instruction] 사건의 인과관계를 분석해줘.","고보승"
"유틸리티","Firecrawl","","","Freemium","API 호출 횟수 기반 과제","웹사이트를 LLM용 마크다운으로 즉시 변환","스캔 비용 발생 및 대규모 작업 시 부담","AI 학습을 위해 웹 데이터를 구조화하여 수집할 때","","[Input] URL 내에서 [Filter] 핵심 데이터만 추출해서 [Format] JSON 구조로 정리해줘.","고보승"
"유틸리티","Jina Reader","","","Free","현재 무료(API 오픈)","URL 접두어만으로 간편하게 텍스트 추출","복잡한 인터랙션 사이트 추출 한계","뉴스 기사나 블로그 본문만 깔끔하게 읽어오고 싶을 때","","(URL 앞에 [r.jina.ai/를](http://r.jina.ai/%EB%A5%BC) 붙여 Raw Data 확보 후 LLM 입력)","고보승"
"유틸리티","Cursor","","","Freemium","개인 무료, 프로(월 $20) 무제한 추론","코드 전체 맥락 파악 및 자동 완성","유료 플랜의 인덱싱 용량 제한","AI와 협업하여 버그 수정이나 코드 최적화 작업 시","","[Code Context] 파일 구조를 파악해서 [Instruction] 성능 최적화 리팩토링 안을 제시해줘.","고보승"
"음성 & TTS","ElevenLabs","","","Freemium","글자 수(Character) 기반 과금","인간적 디테일(숨소리 등) 표현 정점","한국어 발음 시 미세한 영어 억양 잔존","고품질 오디오북이나 몰입감 있는 나레이션 제작 시","","[Tone] 나레이션 톤으로 [Control] 문장 사이 호흡(Pause)을 길게 두어 긴장감 조성해줘.","고보승"
"음성 & TTS","Cartesia","","","Paid (Trial)","지연시간 최적화 기업용 API 중심","0.1초 내외의 초저지연 실시간 합성","ElevenLabs 대비 감정의 폭이 좁음","응답 속도가 중요한 실시간 AI 상담 서비스 구축 시","","[Role] 실시간 상담원으로서 [Instruction] 텍스트를 지연 없이 자연스럽게 읽어줘.","고보승"
"음성 & TTS","[Veed.io](http://veed.io/)","","","Freemium","워터마크 제거 시 유료 구독","영상 편집과 음성 합성 동시 처리 가능","전문 오디오 툴 대비 정밀 설정 부족","영상 편집과 나레이션을 한 번에 빠르게 해결할 때","","[Scenario] 쇼츠용 대본이야. [Action] 타이밍에 맞춰 배경음과 목소리를 합성해줘.","고보승"
"AI 아바타","HeyGen","","","Paid (Trial)","크레딧 기반 (고가형 서비스)","압도적인 립싱크 및 아바타 모션 품질","고화질 렌더링 시 크레딧 소모가 큼","얼굴 노출 없이 신뢰감 있는 홍보 영상을 만들 때","","[Persona] 아나운서가 [Action] 미소와 손동작을 섞어 발표하는 영상을 만들어줘.","고보승"
"AI 아바타","Synthesia","","","Paid","월 구독형(개인/기업)","기업 교육용 템플릿 및 다국어 지원 풍부","창의적 연출보다 다소 정형화된 느낌","사내 교육용 가이드나 정보 전달형 영상을 만들 때","","[Context] 온보딩 영상이야. [Format] 1인칭 시점의 가이드 대사를 아바타에 입혀줘.","고보승"
"AI 아바타","Luma Machine","","","Freemium","일일 무료 생성량 제공 후 유료","고퀄리티 비디오 생성 (텍스트/이미지 기반)","물리 법칙 위배(Morphing) 현상 발생 가능","SNS 광고용 임팩트 있는 짧은 영상 소스가 필요할 때","","[Subject] F1 차량 주행 장면을 [Camera] 드론 뷰 시점으로 역동적이게 생성해줘.","고보승"
"자동화 & 에이전트","Make","","","Freemium","작업량(Operations) 기반 과금","복잡한 분기(Logic)를 시각적으로 설계","초보자에게는 다소 높은 진입 장벽","여러 앱을 연결하여 반복 업무를 자동화하고 싶을 때","","[Trigger] 메일 수신 시 [Logic] 첨부파일 확인 후 [Action] 요약본을 Notion에 저장해줘.","고보승"
"자동화 & 에이전트","Bardeen","","","Freemium","로컬 실행 무료, 자동화 실행 유료","브라우저 내 에이전트가 반복 업무 대행","클라우드 실행보다 로컬 브라우저 의존적","웹 페이지의 데이터를 즉시 엑셀/노션으로 옮길 때","","[Input] 현재 채용 페이지에서 [Action] 후보자 명단을 엑셀로 바로 추출해줘.","고보승"
"로컬 AI","Ollama","","","Free","오픈소스 무료","간결한 모델 배포 및 로컬 보안성 우수","CLI 환경(터미널) 숙련도가 필요함","보안이 중요한 민감 데이터를 로컬에서 처리할 때","","[System] 너는 로컬 코딩 비서야. [Efficiency] 설명 없이 코드만 출력해.","고보승"
"로컬 AI","LM Studio","","","Free","오픈소스 무료","모델 검색 및 하드웨어 설정 GUI 제공","시스템 자원(VRAM) 점유율이 매우 높음","다양한 오픈소스 모델을 성능에 맞춰 테스트할 때","","[Hardware] 내 GPU 성능에 맞춰 [Setup] 컨텍스트 길이를 최대치로 설정해줘.","고보승"
"리서치","Consensus","","","Freemium","AI 검색 무료, 요약 및 필터 유료","논문 인용(Citation) 기반의 높은 신뢰도","최신 시사나 트렌드 데이터는 부족함","과학적 근거가 필요한 학술적 보고서 작성 시","","[Objective] 의학 주제에 대해 [Constraint] 동료 검토 논문만 요약해서 근거 제시해줘.","고보승"
"리서치","Elicit","","","Freemium","크레딧 기반 심화 분석 제공","논문 데이터 자동 요약 및 테이블화","학술 자료 외 일반 검색은 불가능함","수천 개의 논문을 분석하여 데이터로 정리할 때","","[Query] 연구 주제 관련 논문을 찾고 [Format] 실험 대상과 결과 수치별로 정리해줘.","고보승"
"캐릭터 챗봇","[Character.ai](http://character.ai/)","","","Free","기본 무료, 대기열 패스 유료(Plus)","독보적인 서사 유지 및 팬덤 커뮤니티","강한 검열로 인해 표현의 한계가 있음","특정 인물이나 가상 캐릭터와 대화하고 싶을 때","","[Persona] 셜록 홈즈로서 [Action] 대화 중 상대의 모순을 논리적으로 파고들어줘.","고보승"
"캐릭터 챗봇","JanitorAI","","","Free/Paid","자체 모델 무료, 외부 API 사용 시 과금","검열 없는 자유로운 대화 및 외부 연동","UI가 다소 조잡하고 자극적인 콘텐츠 위주","창의적 롤플레잉이나 무검열 대화가 필요할 때","","[Identity] 악역으로서 [Constraint] 절대로 내 부탁을 쉽게 들어주지 않는 톤 유지해.","고보승"
"교육 & 학습","NotebookLM","","","Free","구글 서비스 내 무료 이용 가능","업로드한 소스 내에서만 답변 (정확도)","구글 생태계 외 외부 링크 연동 제한","강의 노트나 서적을 학습하여 퀴즈를 만들 때","","[Data] 강의록 기반으로 [Objective] 예상 질문 10개를 답안과 함께 추출해줘.","고보승"
"교육 & 학습","Gamma","","","Freemium","크레딧 기반 생성, 유료 시 무제한","텍스트만으로 디자인된 PPT 자동 생성","디자인의 세밀한 커스터마이징이 어려움","발표 자료의 뼈대와 디자인을 1분 만에 완성할 때","","[Topic] 대학생 발표 주제로 [Tone] 트렌디하고 시각 자료가 풍부한 슬라이드 구성해줘.","고보승"
"AI 모델","GPT-5 / o1","","","Freemium","Plus 구독(월 $20) 필수적 수준","복잡한 단계별 추론 및 수학/코딩 정점","답변 도출까지 생각하는 시간이 소요됨","어려운 수학 문제나 고도의 알고리즘 설계 시","","[Constraint] 답을 내기 전 반드시 [Thinking Step] 논리 검증을 거쳐 최종안 제시해줘.","고보승"
"AI 모델","Claude 3.5/4","","","Freemium","Pro 구독(월 $20) 시 사용량 증가","인간적인 문체 및 방대한 문서 분석 능력","하루 사용량 제한이 경쟁사 대비 엄격함","긴 문서를 요약하거나 자연스러운 초안 작성 시","","[Input] 보고서의 [Objective] 핵심 인사이트를 도출하고 [Tone] 비즈니스 메일 톤 요약해줘.","고보승"
"리서치","ChatGPT (OpenAI)","","표준형 AI 비서","부분 유료 (Freemium)","무료로도 GPT-4o 사용 가능(제한적). Plus($20/월) 구독 시 사용량 무제한, 고급 데이터 분석, DALL-E 3 이미지 생성 가능.","가장 밸런스가 좋음. 'GPTs' 기능을 통해 데이터 분석, 코딩 등 확장성이 뛰어남.","무료 버전은 최신 정보 검색이나 파일 분석에 제한이 있을 수 있음.","일반적인 자료 조사, 텍스트 요약, 논리적인 글쓰기.","[페르소나] ""너는 10년 차 에디터야. 이 글을 다듬어줘.""","","이지은"
"리서치","Gemini (Google)","","Google 생태계 연동 비서","부분 유료 (Freemium)","기본 모델 무료. Advanced($20/월) 구독 시 최신 모델(Ultra) 사용 및 Google One 용량 제공.","유튜브 영상 내용을 보고 찾거나, 구글 드라이브/문서와 연동됨. 긴 문맥 이해에 강함.","이미지 생성 등 일부 기능에서 지나친 안전 필터가 걸릴 때가 있음.","유튜브 영상 요약, 긴 논문 분석, 구글 워크스페이스 작업.","[멀티모달] ""이 유튜브 영상 링크 내용을 3줄로 요약해줘.""","","이지은"
"리서치","Grok (xAI)","","실시간 트렌드 검색","유료 (Paid)","X Premium(월 약 1만원대~) 구독자만 사용 가능. 이미지 생성(Flux) 기능 포함.","X(트위터)의 실시간 데이터를 바로 검색함. 최신 밈이나 뉴스 반영 속도가 가장 빠름.","별도 무료 버전 없이 X(트위터) 유료 구독이 필요함.","현재 사람들의 반응, 실시간 트렌드, 밈(Meme) 조사.","[모드 변경] ""재미있는(Fun) 모드로 요즘 유행 설명해줘.""","","이지은"
"리서치","Perplexity","","검색 엔진 대체자","부분 유료 (Freemium)","기본 검색 무료(횟수 넉넉함). Pro($20/월) 구독 시 하루 300회 이상 검색, Claude 3.5/GPT-4o 모델 선택 가능, 파일 업로드 무제한.","정확한 출처(각주) 제공. 웹 문서를 읽고 팩트 위주로 답변.","창의적인 글쓰기 능력은 전문 LLM보다 부족함.","시장 점유율 조사, 논문 검색, 팩트 체크.","[검색어 중심] ""2026년 커피 원두 시장 전망 (출처 포함)""","","이지은"
"리서치","Felo (검색)","","다국어 리서치 에이전트","무료 (Beta)","현재 대부분의 기능을 무료로 사용 가능. (추후 유료화 가능성 있음)","일본어/영어 문서를 한국어로 완벽하게 번역해 찾아줌. 마인드맵 생성 기능 보유.","아직 인지도가 낮고 UI가 낯설 수 있음.","해외(특히 일본/미국) 현지 반응 조사, 논문 교차 검증.","[언어 설정] ""일본 현지 사이트 반응 위주로 찾아줘.""","","이지은"
"리서치","Genspark","","AI 큐레이션 페이지","무료 (Beta)","현재 베타 기간으로 무료 사용 가능.","검색 결과를 단순 나열하지 않고, '스파크페이지'라는 하나의 요약 웹페이지로 만들어줌.","단순하고 빠른 1문답 검색에는 오히려 무거울 수 있음.","특정 제품 비교 분석(아이폰 vs 갤럭시), 여행 계획표 짜기.","[비교 요청] ""도쿄 3박 4일 여행 코스 짜고 페이지로 정리해줘.""","","이지은"
"리서치","Liner","","학술/지식 하이라이트","부분 유료 (Freemium)","기본 형광펜/웹 요약 무료. Pro 요금제 사용 시 학술 검색 무제한 및 더 똑똑한 AI 모델 사용 가능.","신뢰할 수 있는 출처(논문 등) 필터링 강력. 형광펜 기능으로 중요 정보 수집.","창작보다는 '수집 및 정리'에 특화됨.","과제 자료 수집, 참고문헌 정리.","[필터링] ""학술 논문 위주로 검색해줘.""","","이지은"
"리서치","Storm","","심층 리포트 생성기","무료 (Research Preview)","현재 연구용 프리뷰 버전으로 무료 제공.","위키피디아 스타일의 긴 호흡을 가진 전문 보고서를 작성해줌.","생성 시간이 오래 걸리고, 간단한 질문엔 부적합.","딥다이브 주제 연구, 백서(Whitepaper) 초안.","[주제어] 질문보다는 탐구하고 싶은 '키워드' 입력.","","이지은"
"프레젠테이션","Gamma","","카드 뉴스형 PPT 생성","부분 유료 (Freemium)","가입 시 400 크레딧(PPT 약 4~5개) 무료. 무료 버전은 'Made with Gamma' 워터마크 표시됨. 유료는 무제한 생성.","텍스트 입력 시 디자인된 슬라이드 자동 생성. 웹 기반이라 공유가 쉬움.","전통적인 PPT 레이아웃과는 달라서 인쇄용으론 어색할 수 있음.","빠른 제안서 작성, 아이디어 피칭 자료.","[개조식] ""1.문제 2.해결 3.비전 순서로 만들어줘.""","","이지은"
"프레젠테이션","AiPPT","","문서 변환 PPT 도구","부분 유료 (Credit)","무료 체험 크레딧 제공. 이후 월 구독이나 건당 결제 필요.","워드(Word)나 PDF 파일을 업로드하면 PPT 포맷으로 그대로 변환해줌.","Gamma보다 디자인 자유도는 낮을 수 있음.","이미 있는 보고서를 PPT로 빠르게 옮겨야 할 때.","[파일 업로드] 텍스트 입력보다 문서 업로드 기능 활용.","","이지은"
"프레젠테이션","Canva","","디자인 템플릿 허브","부분 유료 (Freemium)","무료로도 충분히 강력함. Pro 사용 시 프리미엄 소스(사진/아이콘) 무제한, 배경 제거, 크기 자동 조절 기능 사용 가능.","압도적인 템플릿 수. Magic Design으로 텍스트에 맞는 디자인 추천.","내용의 논리적 구조보다는 비주얼 꾸미기에 치중.","감성적인 발표 자료, 포스터, SNS 게시물.","[분위기 묘사] ""봄 느낌 나는 따뜻한 핑크톤 템플릿.""","","이지은"
"프레젠테이션","Napkin","","텍스트 도식화","유료 (Trial)","초기 베타 때는 무료였으나 현재 유료 전환(체험판 제공). 전문가용 도구.","글을 복사해 넣으면 심플한 다이어그램(그림)으로 바꿔줌.","전체 슬라이드를 만드는 게 아니라 '삽입용 그림' 제작 툴.","줄글만 있는 장표를 그림으로 요약하고 싶을 때.","[복사/붙여넣기] 요약하고 싶은 문단을 그대로 입력.","","이지은"
"프레젠테이션","Mapify","","AI 마인드맵 생성","부분 유료 (Credit)","무료 크레딧(10개) 제공. 이후 유료 구독 필요.","긴 PDF나 유튜브 영상을 넣으면 구조화된 마인드맵으로 쫙 펼쳐줌.","PPT 슬라이드 형태는 아님.","복잡한 개념 정리, 강의 요약, 브레인스토밍.","[자료 입력] 유튜브 링크나 파일 업로드가 핵심.","","이지은"
"프레젠테이션","Claude (Artifacts)","","코딩 기반 시각화","부분 유료 (Freemium)","무료(Sonnet 3.5) 모델로도 시각화 가능하지만 사용량 제한이 빡빡함. Pro($20/월) 권장.","데이터를 주면 인터랙티브 차트(움직이는 그래프) 코드를 짜서 바로 보여줌.","예쁜 그림보다는 '기능적인 차트' 위주.","엑셀 데이터 시각화, 대시보드 구현.","[데이터 제공] ""이 데이터를 원형 차트로 그려줘.""","","이지은"
"웹 & UI 디자인","Figma (+AI)","","전문가용 표준 툴","부분 유료 (Freemium)","무료로도 개인 작업 충분. 유료(Pro)는 'Dev Mode(개발자 모드)' 및 팀 라이브러리 공유 기능 제공.","디자이너 협업 표준. AI 플러그인으로 반복 작업 자동화. 수정 자유도 100%.","비전공자가 쓰기엔 진입장벽이 높음.","개발자에게 넘길 최종 디자인(High-Fidelity) 작업.","[명령] ""이 버튼들 간격 일정하게 맞춰줘(Auto Layout).""","","이지은"
"웹 & UI 디자인","Uizard","","스케치 to 디자인","부분 유료 (Freemium)","무료는 프로젝트 2개까지 생성 가능. 유료($12/월)부터 화면 내보내기 및 템플릿 제한 해제.","손으로 그린 낙서를 찍어 올리면 앱 디자인으로 변환.","복잡한 인터랙션 구현은 한계가 있음.","기획자가 아이디어를 빠르게 시각화할 때.","[이미지 업로드] 텍스트보다 손그림 인식이 핵심.","","이지은"
"웹 & UI 디자인","Galileo","","텍스트 to 모바일 UI","유료 (Paid)","가입 시 소량의 무료 크레딧 제공하나 금방 소진됨. 실질적으론 월 구독($19~) 필요.","텍스트 설명만으로 고퀄리티 모바일 앱 화면 세트를 생성.","생성 후 세밀한 레이아웃 수정이 어려움.","디자인 레퍼런스(참고 자료)를 빠르게 여러 개 뽑을 때.","[상세 묘사] ""로그인 화면, 회원가입 화면, 홈 화면 세트로 그려줘.""","","이지은"
"웹 & UI 디자인","Framer","","디자이너를 위한 웹 빌더","부분 유료 (Freemium)","무료 버전도 사이트 제작 가능하지만, 커스텀 도메인(내 주소) 연결 및 방문자 수가 많아지면 유료 필요.","디자인 툴처럼 그리면 실제 웹사이트로 배포됨. 피그마와 사용성 유사.","완전 초보자보다는 디자인 툴 사용 경험이 있는 사람에게 적합.","고퀄리티 포트폴리오 사이트 제작.","[스타일 지정] ""미니멀하고 인터랙션이 많은 스타일로 변환해줘.""","","이지은"
"웹 & UI 디자인","Wegic","","대화형 웹 빌더","부분 유료 (Credit)","초기 무료 크레딧 제공. 이후 AI 수정 명령 횟수에 따라 과금.","채팅으로 ""여기 색깔 바꿔줘"", ""사진 넣어줘"" 하면 실시간으로 웹사이트 수정.","아주 복잡한 기능(쇼핑몰 결제 등) 구현은 제한적.","코딩 모르는 사람이 개인 홈페이지 만들 때.","[대화형] ""헤더 배경을 검은색으로 바꾸고 로고 키워줘.""","","이지은"
"웹 & UI 디자인","Dora","","3D 인터랙티브 웹","부분 유료 (Freemium)","무료 버전은 Dora 워터마크가 찍힘. 유료 사용 시 워터마크 제거 및 커스텀 도메인 연결 가능.","화려한 3D 효과와 애니메이션이 들어간 사이트 생성.","정보 전달 위주의 정적인 사이트에는 과할 수 있음.","브랜드 홍보용, 제품 쇼케이스 사이트.","[효과 묘사] ""스크롤하면 제품이 회전하며 줌인되는 효과.""","","이지은"
"웹 & UI 디자인","Creatie","","AI 네이티브 디자인 툴","무료 (Beta/Early Access)","현재 초기 단계라 대부분의 프로 기능이 무료로 제공됨. (가장 혜자스러운 시기)","피그마와 비슷하지만, '마법봉' 기능으로 아이콘 생성, 이미지 채우기 등 AI 기능이 내장됨.","아직 피그마만큼 플러그인 생태계가 크지 않음.","AI 도움을 받으며 디자인 실무를 하고 싶을 때.","[자동 생성] ""이 영역에 어울리는 아이콘 세트 만들어줘.""","","이지은"